index,time_period,rainfall,mean_temperature,disease_cases,population,location
2339,2008-11,253.57,18.23,759.0,20242088.7232763,MinasGerais
2340,2008-12,130.225,20.0,660.0,20242088.7232763,MinasGerais
2341,2009-01,255.367,20.2,2936.0,20437837.0894645,MinasGerais
2342,2009-02,189.79,21.56,6355.0,20437837.0894645,MinasGerais
2343,2009-03,105.134,21.08,14658.0,20437837.0894645,MinasGerais
2344,2009-04,81.588,18.62,13083.0,20437837.0894645,MinasGerais
2345,2009-05,133.389,15.56,9210.0,20437837.0894645,MinasGerais
2346,2009-06,72.46,11.45,2277.0,20437837.0894645,MinasGerais
2347,2009-07,147.03,11.66,857.0,20437837.0894645,MinasGerais
2348,2009-08,145.03,14.57,251.0,20437837.0894645,MinasGerais
2349,2009-09,268.152,15.75,144.0,20437837.0894645,MinasGerais
2350,2009-10,188.824,17.13,406.0,20437837.0894645,MinasGerais
2351,2009-11,170.03,22.15,1651.0,20437837.0894645,MinasGerais
2352,2009-12,144.534,21.52,3408.0,20437837.0894645,MinasGerais
2353,2010-01,269.733,21.93,15056.0,20630423.1234041,MinasGerais
2354,2010-02,191.721,22.9,29006.0,20630423.1234041,MinasGerais
2355,2010-03,196.879,20.61,55283.0,20630423.1234041,MinasGerais
2356,2010-04,198.339,17.77,62247.0,20630423.1234041,MinasGerais
2357,2010-05,191.541,14.75,37886.0,20630423.1234041,MinasGerais
2358,2010-06,70.38,13.59,6290.0,20630423.1234041,MinasGerais
2359,2010-07,137.202,13.59,1704.0,20630423.1234041,MinasGerais
2360,2010-08,63.329,13.67,690.0,20630423.1234041,MinasGerais
2361,2010-09,92.324,16.51,530.0,20630423.1234041,MinasGerais
2362,2010-10,185.722,16.09,492.0,20630423.1234041,MinasGerais
2363,2010-11,175.698,18.23,941.0,20630423.1234041,MinasGerais
2364,2010-12,234.949,20.2,2231.0,20630423.1234041,MinasGerais
2365,2011-01,324.359,22.12,4104.0,20820268.469395,MinasGerais
2366,2011-02,339.6,21.5,5999.0,20820268.469395,MinasGerais
2367,2011-03,134.877,19.76,7289.0,20820268.469395,MinasGerais
2368,2011-04,93.84,18.21,8508.0,20820268.469395,MinasGerais
2369,2011-05,63.472,14.48,6837.0,20820268.469395,MinasGerais
2370,2011-06,153.819,12.2,1625.0,20820268.469395,MinasGerais
2371,2011-07,171.884,13.07,578.0,20820268.469395,MinasGerais
2372,2011-08,255.218,13.65,366.0,20820268.469395,MinasGerais
2373,2011-09,181.063,14.58,298.0,20820268.469395,MinasGerais
2374,2011-10,156.0,17.78,369.0,20820268.469395,MinasGerais
2375,2011-11,119.856,18.17,441.0,20820268.469395,MinasGerais
2376,2011-12,154.059,19.9,690.0,20820268.469395,MinasGerais
2377,2012-01,191.058,20.71,2351.0,21007056.8942122,MinasGerais
2378,2012-02,157.749,22.77,2656.0,21007056.8942122,MinasGerais
2379,2012-03,81.701,20.47,4203.0,21007056.8942122,MinasGerais
2380,2012-04,158.09,17.97,5387.0,21007056.8942122,MinasGerais
2381,2012-05,56.067,15.03,4142.0,21007056.8942122,MinasGerais
2382,2012-06,168.817,13.35,2666.0,21007056.8942122,MinasGerais
2383,2012-07,174.941,12.59,1292.0,21007056.8942122,MinasGerais
2384,2012-08,24.695,16.27,723.0,21007056.8942122,MinasGerais
2385,2012-09,71.843,16.79,641.0,21007056.8942122,MinasGerais
2386,2012-10,200.951,18.84,856.0,21007056.8942122,MinasGerais
2387,2012-11,81.1,19.73,1404.0,21007056.8942122,MinasGerais
2388,2012-12,221.379,22.64,6025.0,21007056.8942122,MinasGerais
2389,2013-01,108.168,20.72,32329.0,21191420.8643054,MinasGerais
2390,2013-02,246.631,21.17,56288.0,21191420.8643054,MinasGerais
2391,2013-03,189.773,19.24,136406.0,21191420.8643054,MinasGerais
2392,2013-04,86.311,17.35,139980.0,21191420.8643054,MinasGerais
2393,2013-05,114.405,15.25,35994.0,21191420.8643054,MinasGerais
2394,2013-06,235.924,13.93,8958.0,21191420.8643054,MinasGerais
2395,2013-07,85.783,12.24,2174.0,21191420.8643054,MinasGerais
2396,2013-08,188.393,12.98,861.0,21191420.8643054,MinasGerais
2397,2013-09,237.331,15.67,1002.0,21191420.8643054,MinasGerais
2398,2013-10,120.03,17.04,857.0,21191420.8643054,MinasGerais
2399,2013-11,131.62,19.18,994.0,21191420.8643054,MinasGerais
2400,2013-12,140.165,21.36,1571.0,21191420.8643054,MinasGerais
2401,2014-01,240.292,22.63,4372.0,21373571.2018247,MinasGerais
2402,2014-02,161.492,22.83,8489.0,21373571.2018247,MinasGerais
2403,2014-03,177.41,20.14,10329.0,21373571.2018247,MinasGerais
2404,2014-04,116.511,18.19,15502.0,21373571.2018247,MinasGerais
2405,2014-05,148.557,15.32,10522.0,21373571.2018247,MinasGerais
2406,2014-06,330.982,14.37,4407.0,21373571.2018247,MinasGerais
2407,2014-07,69.098,13.55,1391.0,21373571.2018247,MinasGerais
2408,2014-08,82.114,14.87,628.0,21373571.2018247,MinasGerais
2409,2014-09,230.545,17.06,653.0,21373571.2018247,MinasGerais
2410,2014-10,71.162,19.63,740.0,21373571.2018247,MinasGerais
2411,2014-11,125.76,19.93,874.0,21373571.2018247,MinasGerais
2412,2014-12,187.975,21.3,1137.0,21373571.2018247,MinasGerais
2413,2015-01,230.64,22.62,4696.0,21553613.3178449,MinasGerais
2414,2015-02,239.164,21.47,8311.0,21553613.3178449,MinasGerais
2415,2015-03,160.615,20.33,26974.0,21553613.3178449,MinasGerais
2416,2015-04,93.131,18.08,57342.0,21553613.3178449,MinasGerais
2417,2015-05,155.929,15.7,57764.0,21553613.3178449,MinasGerais
2418,2015-06,143.286,13.97,18133.0,21553613.3178449,MinasGerais
2419,2015-07,256.753,14.26,4624.0,21553613.3178449,MinasGerais
2420,2015-08,50.554,17.46,1788.0,21553613.3178449,MinasGerais
2421,2015-09,251.02,17.1,1305.0,21553613.3178449,MinasGerais
2422,2015-10,249.916,18.51,1676.0,21553613.3178449,MinasGerais
2423,2015-11,231.007,19.14,4162.0,21553613.3178449,MinasGerais
2424,2015-12,253.683,21.45,14152.0,21553613.3178449,MinasGerais
2425,2016-01,159.838,22.09,52899.0,21731863.4455909,MinasGerais
2426,2016-02,227.991,22.41,130912.0,21731863.4455909,MinasGerais
2427,2016-03,189.728,19.97,164872.0,21731863.4455909,MinasGerais
2428,2016-04,132.279,20.45,125933.0,21731863.4455909,MinasGerais
2429,2016-05,128.375,13.96,45874.0,21731863.4455909,MinasGerais
2430,2016-06,43.476,10.49,8692.0,21731863.4455909,MinasGerais
2431,2016-07,101.731,12.85,1822.0,21731863.4455909,MinasGerais
2432,2016-08,164.1,14.22,1062.0,21731863.4455909,MinasGerais
2433,2016-09,73.796,14.91,833.0,21731863.4455909,MinasGerais
2434,2016-10,198.34,17.31,905.0,21731863.4455909,MinasGerais
2435,2016-11,109.581,18.83,1150.0,21731863.4455909,MinasGerais
2436,2016-12,233.232,20.76,1804.0,21731863.4455909,MinasGerais
2449,2001-01,347.888,23.33,,6501749.9520274,Para
2450,2001-02,274.851,23.46,,6501749.9520274,Para
2451,2001-03,259.003,24.14,4025.0,6501749.9520274,Para
2452,2001-04,285.098,24.21,2488.0,6501749.9520274,Para
2453,2001-05,331.304,24.43,1157.0,6501749.9520274,Para
2454,2001-06,224.125,23.89,441.0,6501749.9520274,Para
2455,2001-07,118.412,24.62,215.0,6501749.9520274,Para
2456,2001-08,45.381,25.83,148.0,6501749.9520274,Para
2457,2001-09,45.384,26.67,248.0,6501749.9520274,Para
2458,2001-10,25.312,27.57,431.0,6501749.9520274,Para
2459,2001-11,26.142,27.46,765.0,6501749.9520274,Para
2460,2001-12,76.274,26.88,565.0,6501749.9520274,Para
2461,2002-01,254.295,24.64,2145.0,6577718.09569249,Para
2462,2002-02,359.639,24.09,2683.0,6577718.09569249,Para
2463,2002-03,290.793,24.56,2732.0,6577718.09569249,Para
2464,2002-04,318.011,24.55,1175.0,6577718.09569249,Para
2465,2002-05,295.745,24.7,531.0,6577718.09569249,Para
2466,2002-06,212.991,24.37,249.0,6577718.09569249,Para
2467,2002-07,71.81,25.22,183.0,6577718.09569249,Para
2468,2002-08,61.139,25.81,201.0,6577718.09569249,Para
2469,2002-09,16.213,26.88,299.0,6577718.09569249,Para
2470,2002-10,12.616,27.3,342.0,6577718.09569249,Para
2471,2002-11,56.161,26.77,505.0,6577718.09569249,Para
2472,2002-12,194.154,24.9,680.0,6577718.09569249,Para
2473,2003-01,147.896,24.84,1979.0,6653691.05602442,Para
2474,2003-02,343.667,24.16,2201.0,6653691.05602442,Para
2475,2003-03,183.311,24.9,1450.0,6653691.05602442,Para
2476,2003-04,344.092,24.43,711.0,6653691.05602442,Para
2477,2003-05,408.399,24.44,403.0,6653691.05602442,Para
2478,2003-06,159.666,24.79,339.0,6653691.05602442,Para
2479,2003-07,142.189,24.7,258.0,6653691.05602442,Para
2480,2003-08,57.099,25.84,271.0,6653691.05602442,Para
2481,2003-09,34.712,27.15,283.0,6653691.05602442,Para
2482,2003-10,39.013,27.47,545.0,6653691.05602442,Para
2483,2003-11,41.394,27.44,672.0,6653691.05602442,Para
2484,2003-12,108.881,26.28,847.0,6653691.05602442,Para
2485,2004-01,171.354,25.29,1632.0,6729668.56478597,Para
2486,2004-02,283.823,24.34,1110.0,6729668.56478597,Para
2487,2004-03,441.414,24.27,799.0,6729668.56478597,Para
2488,2004-04,322.578,24.89,370.0,6729668.56478597,Para
2489,2004-05,310.389,24.88,284.0,6729668.56478597,Para
2490,2004-06,163.604,24.38,163.0,6729668.56478597,Para
2491,2004-07,144.77,24.48,157.0,6729668.56478597,Para
2492,2004-08,63.488,25.47,177.0,6729668.56478597,Para
2493,2004-09,26.266,27.22,154.0,6729668.56478597,Para
2494,2004-10,26.298,27.87,192.0,6729668.56478597,Para
2495,2004-11,19.421,27.88,238.0,6729668.56478597,Para
2496,2004-12,68.049,27.44,375.0,6729668.56478597,Para
2497,2005-01,177.207,26.16,888.0,6805650.5822434,Para
2498,2005-02,350.279,24.95,1477.0,6805650.5822434,Para
2499,2005-03,279.0,24.97,1470.0,6805650.5822434,Para
2500,2005-04,428.939,24.44,712.0,6805650.5822434,Para
2501,2005-05,332.784,24.67,551.0,6805650.5822434,Para
2502,2005-06,97.665,25.32,353.0,6805650.5822434,Para
2503,2005-07,144.266,24.92,240.0,6805650.5822434,Para
2504,2005-08,61.574,26.04,319.0,6805650.5822434,Para
2505,2005-09,13.078,27.46,360.0,6805650.5822434,Para
2506,2005-10,21.4,27.85,461.0,6805650.5822434,Para
2507,2005-11,35.995,27.79,623.0,6805650.5822434,Para
2508,2005-12,251.599,25.26,559.0,6805650.5822434,Para
2509,2006-01,298.279,24.45,1795.0,6880242.2706485,Para
2510,2006-02,242.471,24.64,1116.0,6880242.2706485,Para
2511,2006-03,261.926,24.66,1046.0,6880242.2706485,Para
2512,2006-04,377.941,24.24,723.0,6880242.2706485,Para
2513,2006-05,409.575,24.19,588.0,6880242.2706485,Para
2514,2006-06,266.684,24.12,337.0,6880242.2706485,Para
2515,2006-07,140.874,24.75,188.0,6880242.2706485,Para
2516,2006-08,48.129,25.92,158.0,6880242.2706485,Para
2517,2006-09,24.328,27.22,128.0,6880242.2706485,Para
2518,2006-10,19.843,27.84,127.0,6880242.2706485,Para
2519,2006-11,81.039,26.65,223.0,6880242.2706485,Para
2520,2006-12,132.877,25.66,382.0,6880242.2706485,Para
2521,2007-01,160.735,25.3,1083.0,6952018.48846184,Para
2522,2007-02,163.063,25.01,1634.0,6952018.48846184,Para
2523,2007-03,455.929,24.09,2339.0,6952018.48846184,Para
2524,2007-04,369.442,24.41,1802.0,6952018.48846184,Para
2525,2007-05,345.566,24.76,862.0,6952018.48846184,Para
2526,2007-06,186.312,24.52,448.0,6952018.48846184,Para
2527,2007-07,125.927,24.93,420.0,6952018.48846184,Para
2528,2007-08,64.345,25.68,419.0,6952018.48846184,Para
2529,2007-09,24.429,27.04,503.0,6952018.48846184,Para
2530,2007-10,51.786,27.13,915.0,6952018.48846184,Para
2531,2007-11,65.814,26.95,1451.0,6952018.48846184,Para
2532,2007-12,220.27,24.99,1795.0,6952018.48846184,Para
2533,2008-01,277.057,24.01,4052.0,7021491.13942738,Para
2534,2008-02,279.389,23.99,3252.0,7021491.13942738,Para
2535,2008-03,326.907,24.12,3118.0,7021491.13942738,Para
2536,2008-04,352.772,24.14,2433.0,7021491.13942738,Para
2537,2008-05,407.268,24.09,833.0,7021491.13942738,Para
2538,2008-06,272.208,24.05,396.0,7021491.13942738,Para
2539,2008-07,169.953,24.38,213.0,7021491.13942738,Para
2540,2008-08,67.696,25.76,124.0,7021491.13942738,Para
2541,2008-09,27.675,26.92,151.0,7021491.13942738,Para
2542,2008-10,25.885,27.79,273.0,7021491.13942738,Para
2543,2008-11,17.619,28.16,319.0,7021491.13942738,Para
2544,2008-12,159.579,26.0,673.0,7021491.13942738,Para
2545,2009-01,306.721,24.5,868.0,7089391.51460791,Para
2546,2009-02,339.824,24.03,1338.0,7089391.51460791,Para
2547,2009-03,254.245,24.78,1665.0,7089391.51460791,Para
2548,2009-04,165.374,25.13,1104.0,7089391.51460791,Para
2549,2009-05,271.981,24.72,651.0,7089391.51460791,Para
2550,2009-06,313.922,24.26,337.0,7089391.51460791,Para
2551,2009-07,92.937,24.99,179.0,7089391.51460791,Para
2552,2009-08,26.129,26.65,139.0,7089391.51460791,Para
2553,2009-09,10.211,27.84,116.0,7089391.51460791,Para
2554,2009-10,20.051,28.21,247.0,7089391.51460791,Para
2555,2009-11,23.832,28.01,373.0,7089391.51460791,Para
2556,2009-12,196.918,25.27,245.0,7089391.51460791,Para
2557,2010-01,228.722,24.68,753.0,7156194.95319424,Para
2558,2010-02,268.532,25.32,1027.0,7156194.95319424,Para
2559,2010-03,186.961,25.82,1951.0,7156194.95319424,Para
2560,2010-04,341.105,25.29,1430.0,7156194.95319424,Para
2561,2010-05,300.513,25.44,1293.0,7156194.95319424,Para
2562,2010-06,157.763,25.11,1008.0,7156194.95319424,Para
2563,2010-07,173.993,24.86,846.0,7156194.95319424,Para
2564,2010-08,117.086,25.45,1185.0,7156194.95319424,Para
2565,2010-09,39.632,26.88,1016.0,7156194.95319424,Para
2566,2010-10,35.308,28.04,1179.0,7156194.95319424,Para
2567,2010-11,71.45,27.17,1960.0,7156194.95319424,Para
2568,2010-12,183.053,25.53,1847.0,7156194.95319424,Para
2569,2011-01,320.778,24.06,3694.0,7222047.71339894,Para
2570,2011-02,334.134,24.02,4323.0,7222047.71339894,Para
2571,2011-03,347.191,24.5,3321.0,7222047.71339894,Para
2572,2011-04,405.68,24.22,1771.0,7222047.71339894,Para
2573,2011-05,444.493,24.36,838.0,7222047.71339894,Para
2574,2011-06,180.623,24.9,401.0,7222047.71339894,Para
2575,2011-07,151.108,24.72,307.0,7222047.71339894,Para
2576,2011-08,62.192,25.97,370.0,7222047.71339894,Para
2577,2011-09,39.055,27.21,429.0,7222047.71339894,Para
2578,2011-10,88.523,27.37,418.0,7222047.71339894,Para
2579,2011-11,50.227,27.12,437.0,7222047.71339894,Para
2580,2011-12,58.977,27.23,488.0,7222047.71339894,Para
2581,2012-01,261.353,24.5,2571.0,7286840.10156259,Para
2582,2012-02,350.107,23.88,3122.0,7286840.10156259,Para
2583,2012-03,249.694,24.33,3122.0,7286840.10156259,Para
2584,2012-04,284.715,24.74,1861.0,7286840.10156259,Para
2585,2012-05,170.826,25.15,1117.0,7286840.10156259,Para
2586,2012-06,113.018,25.06,704.0,7286840.10156259,Para
2587,2012-07,124.201,25.04,704.0,7286840.10156259,Para
2588,2012-08,72.68,26.08,791.0,7286840.10156259,Para
2589,2012-09,9.739,27.78,568.0,7286840.10156259,Para
2590,2012-10,22.811,28.23,418.0,7286840.10156259,Para
2591,2012-11,20.976,28.51,781.0,7286840.10156259,Para
2592,2012-12,123.18,26.54,679.0,7286840.10156259,Para
2593,2013-01,286.995,24.83,1804.0,7350791.50500402,Para
2594,2013-02,342.712,24.39,2530.0,7350791.50500402,Para
2595,2013-03,239.547,25.13,2418.0,7350791.50500402,Para
2596,2013-04,317.795,24.97,1982.0,7350791.50500402,Para
2597,2013-05,327.676,24.56,860.0,7350791.50500402,Para
2598,2013-06,141.365,25.13,263.0,7350791.50500402,Para
2599,2013-07,175.357,24.53,133.0,7350791.50500402,Para
2600,2013-08,98.725,25.64,105.0,7350791.50500402,Para
2601,2013-09,35.6,27.25,96.0,7350791.50500402,Para
2602,2013-10,40.508,27.65,116.0,7350791.50500402,Para
2603,2013-11,49.183,27.38,261.0,7350791.50500402,Para
2604,2013-12,208.823,25.87,273.0,7350791.50500402,Para
2605,2014-01,256.555,24.68,531.0,7413975.05282952,Para
2606,2014-02,355.017,24.05,640.0,7413975.05282952,Para
2607,2014-03,270.574,24.45,676.0,7413975.05282952,Para
2608,2014-04,301.903,24.67,575.0,7413975.05282952,Para
2609,2014-05,477.066,24.41,419.0,7413975.05282952,Para
2610,2014-06,232.316,24.65,217.0,7413975.05282952,Para
2611,2014-07,130.659,24.83,198.0,7413975.05282952,Para
2612,2014-08,64.086,25.86,158.0,7413975.05282952,Para
2613,2014-09,17.684,27.49,196.0,7413975.05282952,Para
2614,2014-10,18.557,28.29,285.0,7413975.05282952,Para
2615,2014-11,25.858,28.07,223.0,7413975.05282952,Para
2616,2014-12,100.321,26.47,251.0,7413975.05282952,Para
2617,2015-01,185.586,25.22,303.0,7476427.30959223,Para
2618,2015-02,318.031,24.61,505.0,7476427.30959223,Para
2619,2015-03,385.101,24.27,1209.0,7476427.30959223,Para
2620,2015-04,317.699,24.55,916.0,7476427.30959223,Para
2621,2015-05,364.765,24.59,929.0,7476427.30959223,Para
2622,2015-06,186.727,24.84,625.0,7476427.30959223,Para
2623,2015-07,114.238,25.17,439.0,7476427.30959223,Para
2624,2015-08,39.931,26.63,541.0,7476427.30959223,Para
2625,2015-09,8.071,28.22,479.0,7476427.30959223,Para
2626,2015-10,10.082,28.73,435.0,7476427.30959223,Para
2627,2015-11,19.835,28.46,795.0,7476427.30959223,Para
2628,2015-12,110.114,26.81,1001.0,7476427.30959223,Para
2629,2016-01,155.033,25.68,1564.0,7538257.96895155,Para
2630,2016-02,284.067,24.95,2488.0,7538257.96895155,Para
2631,2016-03,418.804,25.15,2452.0,7538257.96895155,Para
2632,2016-04,374.691,25.4,1994.0,7538257.96895155,Para
2633,2016-05,205.076,25.77,1230.0,7538257.96895155,Para
2634,2016-06,140.696,25.19,492.0,7538257.96895155,Para
2635,2016-07,137.744,25.3,393.0,7538257.96895155,Para
2636,2016-08,39.958,26.7,334.0,7538257.96895155,Para
2637,2016-09,51.31,27.37,243.0,7538257.96895155,Para
2638,2016-10,18.24,28.25,257.0,7538257.96895155,Para
2639,2016-11,24.771,28.24,255.0,7538257.96895155,Para
2640,2016-12,224.636,26.02,406.0,7538257.96895155,Para
2653,2001-01,161.031,24.3,,2624669.47265625,Paraiba
2654,2001-02,166.417,24.57,,2624669.47265625,Paraiba
2655,2001-03,164.505,23.83,4357.0,2624669.47265625,Paraiba
2656,2001-04,39.746,23.34,5060.0,2624669.47265625,Paraiba
2657,2001-05,98.611,19.04,5407.0,2624669.47265625,Paraiba
2658,2001-06,34.043,17.95,2402.0,2624669.47265625,Paraiba
2659,2001-07,35.674,18.93,1568.0,2624669.47265625,Paraiba
2660,2001-08,44.065,20.46,1301.0,2624669.47265625,Paraiba
2661,2001-09,81.717,21.32,1089.0,2624669.47265625,Paraiba
2662,2001-10,122.319,22.19,1166.0,2624669.47265625,Paraiba
2663,2001-11,182.315,23.36,1135.0,2624669.47265625,Paraiba
2664,2001-12,244.778,22.8,953.0,2624669.47265625,Paraiba
2665,2002-01,235.167,23.68,2644.0,2647768.66015625,Paraiba
2666,2002-02,231.625,22.94,5104.0,2647768.66015625,Paraiba
2667,2002-03,113.293,24.55,6888.0,2647768.66015625,Paraiba
2668,2002-04,28.644,24.16,4736.0,2647768.66015625,Paraiba
2669,2002-05,57.496,21.25,2844.0,2647768.66015625,Paraiba
2670,2002-06,6.874,20.38,1228.0,2647768.66015625,Paraiba
2671,2002-07,27.155,18.43,953.0,2647768.66015625,Paraiba
2672,2002-08,46.482,21.94,707.0,2647768.66015625,Paraiba
2673,2002-09,74.121,20.51,434.0,2647768.66015625,Paraiba
2674,2002-10,61.379,25.84,493.0,2647768.66015625,Paraiba
2675,2002-11,171.431,23.73,821.0,2647768.66015625,Paraiba
2676,2002-12,181.087,24.5,797.0,2647768.66015625,Paraiba
2677,2003-01,392.191,23.63,1823.0,2670658.53125,Paraiba
2678,2003-02,131.838,25.0,2294.0,2670658.53125,Paraiba
2679,2003-03,154.108,23.35,3052.0,2670658.53125,Paraiba
2680,2003-04,76.482,21.99,3062.0,2670658.53125,Paraiba
2681,2003-05,32.572,18.91,2865.0,2670658.53125,Paraiba
2682,2003-06,14.724,20.08,1314.0,2670658.53125,Paraiba
2683,2003-07,22.653,19.11,1422.0,2670658.53125,Paraiba
2684,2003-08,37.245,18.61,2001.0,2670658.53125,Paraiba
2685,2003-09,40.012,21.66,1623.0,2670658.53125,Paraiba
2686,2003-10,116.41,22.79,845.0,2670658.53125,Paraiba
2687,2003-11,137.265,22.92,660.0,2670658.53125,Paraiba
2688,2003-12,186.555,24.16,683.0,2670658.53125,Paraiba
2689,2004-01,249.387,23.15,995.0,2693338.125,Paraiba
2690,2004-02,208.132,22.87,789.0,2693338.125,Paraiba
2691,2004-03,119.172,22.52,605.0,2693338.125,Paraiba
2692,2004-04,105.517,22.17,394.0,2693338.125,Paraiba
2693,2004-05,103.268,18.32,402.0,2693338.125,Paraiba
2694,2004-06,44.68,17.59,247.0,2693338.125,Paraiba
2695,2004-07,63.795,17.43,189.0,2693338.125,Paraiba
2696,2004-08,5.742,19.56,204.0,2693338.125,Paraiba
2697,2004-09,17.639,24.37,172.0,2693338.125,Paraiba
2698,2004-10,165.397,21.56,199.0,2693338.125,Paraiba
2699,2004-11,184.173,22.68,200.0,2693338.125,Paraiba
2700,2004-12,205.428,22.83,283.0,2693338.125,Paraiba
2701,2005-01,397.147,23.29,430.0,2715806.4765625,Paraiba
2702,2005-02,61.652,23.89,1010.0,2715806.4765625,Paraiba
2703,2005-03,156.073,23.69,1586.0,2715806.4765625,Paraiba
2704,2005-04,58.042,23.46,1977.0,2715806.4765625,Paraiba
2705,2005-05,72.782,20.59,1638.0,2715806.4765625,Paraiba
2706,2005-06,31.392,19.45,1557.0,2715806.4765625,Paraiba
2707,2005-07,31.802,17.85,895.0,2715806.4765625,Paraiba
2708,2005-08,10.309,20.92,531.0,2715806.4765625,Paraiba
2709,2005-09,110.98,20.83,321.0,2715806.4765625,Paraiba
2710,2005-10,155.832,23.59,203.0,2715806.4765625,Paraiba
2711,2005-11,145.657,22.43,224.0,2715806.4765625,Paraiba
2712,2005-12,200.286,22.32,253.0,2715806.4765625,Paraiba
2713,2006-01,189.309,24.36,516.0,2745572.41708799,Paraiba
2714,2006-02,238.781,23.94,425.0,2745572.41708799,Paraiba
2715,2006-03,160.781,23.61,697.0,2745572.41708799,Paraiba
2716,2006-04,49.869,21.43,833.0,2745572.41708799,Paraiba
2717,2006-05,26.995,18.09,669.0,2745572.41708799,Paraiba
2718,2006-06,9.995,18.82,527.0,2745572.41708799,Paraiba
2719,2006-07,28.356,19.48,456.0,2745572.41708799,Paraiba
2720,2006-08,21.22,20.87,468.0,2745572.41708799,Paraiba
2721,2006-09,77.252,20.95,341.0,2745572.41708799,Paraiba
2722,2006-10,111.862,22.29,415.0,2745572.41708799,Paraiba
2723,2006-11,161.877,23.22,450.0,2745572.41708799,Paraiba
2724,2006-12,256.26,23.65,500.0,2745572.41708799,Paraiba
2725,2007-01,416.015,23.27,1080.0,2774214.83927011,Paraiba
2726,2007-02,170.715,23.92,1923.0,2774214.83927011,Paraiba
2727,2007-03,94.818,24.47,3460.0,2774214.83927011,Paraiba
2728,2007-04,56.79,23.3,3222.0,2774214.83927011,Paraiba
2729,2007-05,60.201,19.38,1982.0,2774214.83927011,Paraiba
2730,2007-06,7.967,19.05,1023.0,2774214.83927011,Paraiba
2731,2007-07,92.508,18.03,1311.0,2774214.83927011,Paraiba
2732,2007-08,7.376,20.08,811.0,2774214.83927011,Paraiba
2733,2007-09,11.867,23.9,525.0,2774214.83927011,Paraiba
2734,2007-10,85.233,24.46,494.0,2774214.83927011,Paraiba
2735,2007-11,198.601,22.56,425.0,2774214.83927011,Paraiba
2736,2007-12,190.825,23.73,541.0,2774214.83927011,Paraiba
2737,2008-01,284.807,23.03,761.0,2801938.0191713,Paraiba
2738,2008-02,210.335,23.27,1846.0,2801938.0191713,Paraiba
2739,2008-03,177.777,22.55,2974.0,2801938.0191713,Paraiba
2740,2008-04,130.251,21.63,5202.0,2801938.0191713,Paraiba
2741,2008-05,47.93,18.29,2511.0,2801938.0191713,Paraiba
2742,2008-06,29.241,18.24,959.0,2801938.0191713,Paraiba
2743,2008-07,2.49,18.76,560.0,2801938.0191713,Paraiba
2744,2008-08,58.92,20.84,535.0,2801938.0191713,Paraiba
2745,2008-09,56.624,20.57,462.0,2801938.0191713,Paraiba
2746,2008-10,122.238,23.21,359.0,2801938.0191713,Paraiba
2747,2008-11,137.211,22.82,399.0,2801938.0191713,Paraiba
2748,2008-12,170.881,23.45,390.0,2801938.0191713,Paraiba
2749,2009-01,287.77,23.22,877.0,2829033.77973789,Paraiba
2750,2009-02,241.012,24.01,1004.0,2829033.77973789,Paraiba
2751,2009-03,144.706,23.77,1216.0,2829033.77973789,Paraiba
2752,2009-04,63.155,21.57,768.0,2829033.77973789,Paraiba
2753,2009-05,39.674,20.29,542.0,2829033.77973789,Paraiba
2754,2009-06,48.769,16.68,266.0,2829033.77973789,Paraiba
2755,2009-07,110.616,18.36,215.0,2829033.77973789,Paraiba
2756,2009-08,75.304,19.59,215.0,2829033.77973789,Paraiba
2757,2009-09,155.664,21.69,183.0,2829033.77973789,Paraiba
2758,2009-10,139.312,22.1,145.0,2829033.77973789,Paraiba
2759,2009-11,189.306,24.65,202.0,2829033.77973789,Paraiba
2760,2009-12,275.87,23.47,246.0,2829033.77973789,Paraiba
2761,2010-01,298.166,24.27,382.0,2855691.80588498,Paraiba
2762,2010-02,142.273,25.11,948.0,2855691.80588498,Paraiba
2763,2010-03,142.5,23.76,1855.0,2855691.80588498,Paraiba
2764,2010-04,71.167,21.58,2142.0,2855691.80588498,Paraiba
2765,2010-05,37.358,19.25,3318.0,2855691.80588498,Paraiba
2766,2010-06,21.464,17.97,3759.0,2855691.80588498,Paraiba
2767,2010-07,43.879,19.45,2490.0,2855691.80588498,Paraiba
2768,2010-08,11.339,19.53,1936.0,2855691.80588498,Paraiba
2769,2010-09,97.993,22.8,1299.0,2855691.80588498,Paraiba
2770,2010-10,132.432,21.24,842.0,2855691.80588498,Paraiba
2771,2010-11,162.157,22.55,862.0,2855691.80588498,Paraiba
2772,2010-12,238.038,23.75,778.0,2855691.80588498,Paraiba
2773,2011-01,283.162,24.2,1704.0,2881970.46220184,Paraiba
2774,2011-02,195.966,24.52,2744.0,2881970.46220184,Paraiba
2775,2011-03,316.245,22.1,4178.0,2881970.46220184,Paraiba
2776,2011-04,88.676,22.08,3725.0,2881970.46220184,Paraiba
2777,2011-05,18.873,18.9,2618.0,2881970.46220184,Paraiba
2778,2011-06,47.949,17.02,1401.0,2881970.46220184,Paraiba
2779,2011-07,22.618,19.44,738.0,2881970.46220184,Paraiba
2780,2011-08,34.702,20.6,494.0,2881970.46220184,Paraiba
2781,2011-09,13.83,21.76,388.0,2881970.46220184,Paraiba
2782,2011-10,158.981,22.36,341.0,2881970.46220184,Paraiba
2783,2011-11,145.252,21.88,225.0,2881970.46220184,Paraiba
